ContractReference;EconomicActivity 
3424674210001;PARTIC
3420415910001;PARTIC
342477;NULL
3420615310001;PARTIC
3423451670001;PARTIC
3413989471001;PARTIC
342290;PARTIC
3422951150001;PARTIC
341621;PARTIC
3423487971001;PARTIC
3424859171001;PARTIC
342664;PARTIC
3426645671002;PARTIC
3416599771003;PARTIC
3416599771004;PARTIC
3423712071003;PARTIC
3416750771001;COMER
3426173771004;PARTIC
3428072071002;PARTIC
3422713071003;PARTIC
341950;PARTIC
342522;NULL
3425622410001;PARTIC
3426098210001;PARTIC
342709;PARTIC
3419645671002;PARTIC
34295410002;PARTIC
3427107471001;PARTIC
342527971002;PARTIC
3426222671003;PARTIC
3427233771002;PARTIC
342841571001;PARTIC
342328571001;PARTIC
342780570002;PARTIC
3428482910001;PARTIC
342851;PARTIC
3428582671002;PARTIC
34294;PARTIC
3425359610002;PARTIC
3416762871005;PARTIC
3426871671002;PARTIC
3427868250001;PARTIC
3429355671002;PARTIC
3429654771001;PARTIC
3429693410001;PARTIC
343049;PARTIC
3430748310001;PARTIC
3431375171003;PARTIC
3431635571003;PARTIC
3431735271002;PARTIC
3435371110001;PARTIC
343565;PARTIC
3436020210001;PARTIC
343610;PARTIC
343079273001;PARTIC
3431287571003;PARTIC
3437515371001;PARTIC
343191;PARTIC
3432050871003;PARTIC
3432335471001;PARTIC
343236;PARTIC
343281010001;PARTIC
3433596710001;PARTIC
343423;PARTIC
3435084110001;PARTIC
343752;PARTIC
343964471001;PARTIC
343765071001;PARTIC
3438888452005;ESTADO
343894;PARTIC
343939;PARTIC
343964410001;PARTIC
343991010001;PARTIC
3440061971003;PARTIC
342993;PARTIC
3430191210001;PARTIC
3430213571002;PARTIC
3431761871002;PARTIC
34317771004;PARTIC
3438441271002;PARTIC
3438465471003;PARTIC
3438553070001;COMER
343864771004;PARTIC
344027471002;PARTIC
3440769571001;PARTIC
343378;PARTIC
34339;OUTROS
3441496071002;PARTIC
3438054510001;PARTIC
3438066671001;PARTIC
3438278171002;PARTIC
3441284571003;PARTIC
344137;PARTIC
3441445210001;PARTIC
3444043415001;PARTIC
3441905071003;PARTIC
343838171002;PARTIC
3436270471002;PARTIC
3436715710001;PARTIC
3438392371002;PARTIC
3441931671001;PARTIC
3442183810001;PARTIC
344241310001;PARTIC
344241373002;PARTIC
344279;PARTIC
3442867271001;PARTIC
3432734271001;PARTIC
3442954871001;PARTIC
344324;PARTIC
344341071004;PARTIC
344389471001;PARTIC
344092;PARTIC
3441022271002;PARTIC
344511;PARTIC
3446238471002;PARTIC
3446525471003;PARTIC
344653;PARTIC
3446848710001;PARTIC
344466;PARTIC
3444665871004;PARTIC
3445066671003;PARTIC
3446962971001;PARTIC
3447125610001;PARTIC
3447201171002;PARTIC
344795;PARTIC
34481;PARTIC
344840;PARTIC
3448698171001;PARTIC
3449385971002;PARTIC
3449473571002;PARTIC
3449660871001;PARTIC
3449685071001;PARTIC
3449697171002;PARTIC
3450394371003;PARTIC
3450827571002;PARTIC
3451055510001;PARTIC
3451665871001;PARTIC
345176971001;PARTIC
3451777610001;PARTIC
345180;PARTIC
345225;PARTIC
3452302871001;PARTIC
34526;PARTIC
3452890871004;PARTIC
345367;PARTIC
3453690410001;PARTIC
3453848710001;PARTIC
344982;PARTIC
3449857871002;PARTIC
3450068671002;PARTIC
3450170710001;PARTIC
345038;PARTIC
3455535571002;PARTIC
345554;PARTIC
3456111510001;PARTIC
3456111571001;PARTIC
3456247571003;PARTIC
3456872370001;PARTIC
345696;PARTIC
345741;PARTIC
3457458071003;PARTIC
3457718410001;PARTIC
3457995210001;PARTIC
3453649371002;PARTIC
345883;PARTIC
345928;PARTIC
346081;PARTIC
345412;PARTIC
34543770001;PESCA
3460948471003;PARTIC
3461064671002;PARTIC
3463446971002;PARTIC
3463660871004;PARTIC
346455;PARTIC
3455100471001;PARTIC
346126;PARTIC
3461363771001;PARTIC
3461699170001;HOT TUR
3465505910001;PARTIC
34668;PARTIC
3466804071001;PARTIC
346268;PARTIC
3470597410001;PARTIC
346784;PARTIC
3467939071004;PARTIC
3463957571001;PARTIC
3464273171001;PARTIC
3464433871002;PARTIC
346450810002;PARTIC
3468128310001;PARTIC
3465955571002;PARTIC
346597;PARTIC
3466020971002;PARTIC
347027;PARTIC
3470546671002;PARTIC
3467143810001;PARTIC
346829;PARTIC
346774171002;PARTIC
3467792871002;PARTIC
3468641310001;PARTIC
3470884471002;PARTIC
346313;PARTIC
3470918810001;IND TRANSF
3470918870001;IND TRANSF
3471234471001;PARTIC
34713;PARTIC
347169;PARTIC
3471718410001;PARTIC
3471917871003;PARTIC
347214;PARTIC
3472982171001;PARTIC
347356;PARTIC
3474005410001;PARTIC
3474131715001;PARTIC
3474168071003;PARTIC
3468653410001;PARTIC
347547115002;PARTIC
3475626871001;PARTIC
3475791871002;PARTIC
3475991271002;PARTIC
3476066371001;PARTIC
347685;PARTIC
347730;PARTIC
3478448610001;PARTIC
3478698810001;PARTIC
347872;PARTIC
346642;PARTIC
3474216971001;PARTIC
347498;PARTIC
347543;PARTIC
3480755171001;PARTIC
3480830610001;PARTIC
3481117270001;PARTIC
348115;PARTIC
3478961610001;PARTIC
347917;PARTIC
3479199371002;PARTIC
3479274810001;PARTIC
3479996971002;PARTIC
348070;PARTIC
3469589071001;PARTIC
3482067371002;PARTIC
346971;PARTIC
348444;PARTIC
348586;SERV
3485275871002;PARTIC
3486087571001;PARTIC
3484651410001;HOT TUR
3485451071001;PARTIC
34855;PARTIC
3486209571002;PARTIC
3489096671002;PARTIC
3489471270003;PARTIC
3488161071001;PARTIC
348818;NULL
3488421471002;PARTIC
348257;PARTIC
348960;PARTIC
349203;PARTIC
349233971001;PARTIC
3492524171001;PARTIC
3472668571001;PARTIC
3494719171001;PARTIC
349016;PARTIC
3490637915001;PARTIC
3494047871001;PARTIC
348302;PARTIC
3483280271001;PARTIC
3483591471001;PARTIC
348407771001;PARTIC
349532;PARTIC
348631;IND TRANSF
3494485310001;PARTIC
3487461170001;PARTIC
348773;PARTIC
3487884110001;PARTIC
3491325771004;PARTIC
3490589071001;PARTIC
349158;PARTIC
349345;PARTIC
3493673671002;PARTIC
3495406910001;PARTIC
3495469871001;PARTIC
349487;PARTIC
3495272871002;PARTIC
34966771003;PARTIC
349674;PARTIC
349719;PARTIC
3492611771003;PARTIC
3498167771001;PARTIC
349861;PARTIC
34997;PARTIC
350106;PARTIC
350142671001;PARTIC
3501658910001;PARTIC
3499949870001;PARTIC
350030871005;PARTIC
3500412171004;PARTIC
3501996771003;PARTIC
3503384471001;PARTIC
3504356871002;PARTIC
3504655971001;PARTIC
349795371001;PARTIC
3497980871001;PARTIC
3498055910001;PARTIC
3503870810001;PARTIC
3504021471001;PARTIC
350435;PARTIC
3506128810001;PARTIC
34930471007;PARTIC
350577;PARTIC
3506031510001;PARTIC
350764;PARTIC
350061;OUTROS
3507990771001;PARTIC
350809;PARTIC
3508314171003;PARTIC
3508824771001;PARTIC
3507003910001;PARTIC
351007;PARTIC
3496169771002;PARTIC
3504930871001;PARTIC
3496257371002;PARTIC
350248;PARTIC
3502883910001;PARTIC
3502906271001;PARTIC
350622;PARTIC
3510221871001;PARTIC
3510258171001;PARTIC
3510445471002;PARTIC
3510669071001;PARTIC
3508975210001;PARTIC
349906;NULL
3509052771002;PARTIC
3455409271001;PARTIC
3455462410001;PARTIC
35053;PARTIC
350093715002;PARTIC
3510905271001;PARTIC
3511257171002;PARTIC
351149;PARTIC
3511955071002;PARTIC
3509237671001;PARTIC
3512331610001;PARTIC
3510134271001;PARTIC
3512331640001;PARTIC
351253471004;PARTIC
3512555210001;PARTIC
3514477771001;PARTIC
351478;PARTIC
3509290810001;PARTIC
3509400771001;PARTIC
350951;PARTIC
3515537771001;PARTIC
351665;PARTIC
351710;PARTIC
3517350810001;PARTIC
3517409410001;PARTIC
3517623371001;PARTIC
3517961110002;PARTIC
3518408471001;PARTIC
351852;PARTIC
351291;PARTIC
351336;NULL
3514303070002;PARTIC
3518661010002;PARTIC
3514626371004;PARTIC
3514640810001;PARTIC
3518772871001;PARTIC
3514840271003;PARTIC
3518933571004;PARTIC
3514876571002;PARTIC
351523;PARTIC
3515241070001;PARTIC
3519061871002;PARTIC
3517861471001;PARTIC
3515464610001;PARTIC
352050;NULL
3520765771001;PARTIC
352164871001;PARTIC
3519159171002;PARTIC
3521652910001;PARTIC
352192;PARTIC
3521925410001;PARTIC
3524037271002;PARTIC
352424;PARTIC
3524409410001;PARTIC
3524448110001;PARTIC
352566;PARTIC
352490571002;PARTIC
3525111710001;PARTIC
3526507171003;PARTIC
3519208071002;PARTIC
35195;PARTIC
351951371001;PARTIC
3519745271001;PARTIC
351994;PARTIC
3520055710001;PARTIC
3526023171001;PARTIC
352940;PARTIC
3527133910001;PARTIC
352753;PARTIC
352379;PARTIC
3523959771002;PARTIC
35240;PARTIC
3527894710001;PARTIC
3528679871002;PARTIC
3528881610001;PARTIC
352962473001;PARTIC
3530301071001;PARTIC
3526059410001;PARTIC
35316771003;PARTIC
352237;PARTIC
3523500410001;PARTIC
3523724010001;PARTIC
352611;PARTIC
353175971005;PARTIC
353200671001;PARTIC
353251471004;PARTIC
353263510001;PARTIC
353325;PARTIC
353363271001;PARTIC
3534022171003;PARTIC
353654;PARTIC
3536693371002;PARTIC
3534272310001;PARTIC
3537327910001;PARTIC
353774171005;PARTIC
353093;PARTIC
3531312110003;PARTIC
3531436010001;PARTIC
3531436071002;PARTIC
352899010001;PARTIC
3531659671002;PARTIC
3536965871002;PARTIC
3538030210001;PARTIC
3535195871001;PARTIC
353448410001;PARTIC
353450871003;PARTIC
353467;PARTIC
353212771006;PARTIC
353280;PARTIC
353300371003;PARTIC
353300373004;PARTIC
352895;PARTIC
353512;PARTIC
352899071001;PARTIC
3538154171001;PARTIC
35382;PARTIC
353841;PARTIC
3538890771001;PARTIC
3539189471002;PARTIC
3539388871001;PARTIC
3539588270003;IND TRANSF
3539751310001;PARTIC
353983;PARTIC
3540273310002;PARTIC
354039;NULL
3540745271001;PARTIC
354075271001;PARTIC
354087371002;PARTIC
3541506171001;PARTIC
354181;PARTIC
3541967810002;PARTIC
354226;PARTIC
3542383171001;PARTIC
354368;PARTIC
3544028871001;PARTIC
354413;PARTIC
3544242771001;PARTIC
3544838571001;PARTIC
3544193871002;PARTIC
354597971002;PARTIC
3546089771002;PARTIC
3544991471001;PARTIC
3545;PARTIC
3545353571002;PARTIC
3545514210001;PARTIC
3539501171001;PARTIC
3539588270001;IND TRANSF
3539588270002;IND TRANSF
35427;PARTIC
3543379710001;PARTIC
3543455271001;PARTIC
354597971001;PARTIC
3546513271002;PARTIC
3546141071001;PARTIC
3546277071002;PARTIC
3538491971002;PARTIC
3538538471001;PARTIC
353859371001;PARTIC
3538725771002;PARTIC
353885971001;PARTIC
3538888371002;PARTIC
354884;PARTIC
3535694371002;PARTIC
3546551971002;PARTIC
3546775571001;PARTIC
354697;PARTIC
3547025871001;PARTIC
353623671003;PARTIC
3536431071002;PARTIC
3547251810002;PARTIC
3548785671001;PARTIC
3549918771001;PARTIC
354634771002;PARTIC
3546364671001;PARTIC
3549933271001;PARTIC
3550693371001;PARTIC
355082;NULL
355108671001;PARTIC
355127;PARTIC
3551680271001;PARTIC
3546413571001;PARTIC
355173971003;PARTIC
3551753350001;PARTIC
3551853010001;PARTIC
354929;PARTIC
35542771004;PARTIC
35542773006;PARTIC
3554375771002;PARTIC
3554424671002;PARTIC
355314;PARTIC
3553340410001;PARTIC
3553388810002;PARTIC
3553863171003;PARTIC
3553912071003;PARTIC
3554201021001;PARTIC
3554201071002;PARTIC
3554487571002;PARTIC
3554823471003;PARTIC
3554908671002;PARTIC
3554986071002;PARTIC
3555063510001;PARTIC
3556622071002;PARTIC
35566971006;PARTIC
3555348171002;PARTIC
35554873001;PARTIC
3555647271001;PARTIC
355598;PARTIC
3556446871003;PARTIC
3555236371002;PARTIC
35566971007;PARTIC
3556796771002;PARTIC
3555411571002;PARTIC
3555486571002;PARTIC
3557207771001;PARTIC
3557929871002;PARTIC
3556719310001;COMER
355672471001;PARTIC
3556733871002;PARTIC
3556733871003;PARTIC
355785;PARTIC
35579071004;PARTIC
355972;PARTIC
355830;PARTIC
355845271001;PARTIC
3558520310001;PARTIC
3562435771002;PARTIC
3562250871002;PARTIC
3559842671002;PARTIC
3559915771002;PARTIC
356028;CONSTR
354742;PARTIC
354555;PARTIC
354559271001;PARTIC
3562972940001;COMER
3562635171001;PARTIC
3562972910001;COMER
355456;NULL
3554575171002;PARTIC
355269;PARTIC
3553038910001;PARTIC
3557219871002;PARTIC
3557757010001;PARTIC
3556310871006;PARTIC
355643;PARTIC
3548350571001;PARTIC
3563011771001;PARTIC
356357;PARTIC
3565418271002;PARTIC
3563758071001;PARTIC
356544;PARTIC
35614;PARTIC
3565656370001;AGRIC
3566405171003;PARTIC
3565731810001;PARTIC
3566468071002;PARTIC
356518571005;PARTIC
3556918771003;PARTIC
355944971001;PARTIC
3567105071001;PARTIC
356717971002;PARTIC
3568266671003;PARTIC
3567780671002;PARTIC
356402;PARTIC
3568702210001;PARTIC
356170;PARTIC
356873;PARTIC
356918;PARTIC
3569080771004;PARTIC
3569180471003;PARTIC
3566631171002;PARTIC
35666671003;PARTIC
3564545571002;PARTIC
356686;PARTIC
3564645271001;PARTIC
3564932271001;PARTIC
3561986071002;PARTIC
356215;PARTIC
3569426371003;PARTIC
3565218810001;PARTIC
3569637871003;PARTIC
3565257510001;PARTIC
3570009371001;PARTIC
356731;PARTIC
357116;PARTIC
3571219871004;PARTIC
357171971001;PARTIC
357218471003;PARTIC
3572233310001;PARTIC
3572333071001;PARTIC
3572371771001;PARTIC
3572532471002;PARTIC
3573903671001;PARTIC
35739771001;PARTIC
35739771002;PARTIC
3574094871001;PARTIC
3574328671001;PARTIC
357071;NULL
357084371001;PARTIC
357445;PARTIC
3574880310001;PARTIC
357258;PARTIC
3572717371001;PARTIC
3572756071001;PARTIC
357283771005;PARTIC
3572943371003;PARTIC
357303;PARTIC
357306071005;PARTIC
3573594310001;PARTIC
3573694071001;PARTIC
357587;PARTIC
3575988710001;PARTIC
3576039671003;PARTIC
357632;PARTIC
3576353271002;PARTIC
3576440871002;PARTIC
3576790770002;OUTROS
3576813071002;PARTIC
3576951471001;PARTIC
3574914771001;PARTIC
3575093871001;PARTIC
3575514971001;PARTIC
3575541571001;PARTIC
3575577871001;PARTIC
35756;PARTIC
3575626771001;PARTIC
3576963571001;PARTIC
357731470001;PARTIC
3578599071001;PARTIC
3578985771003;PARTIC
3579187171002;PARTIC
3579362371001;PARTIC
357955010001;PARTIC
357955071001;PARTIC
3579860871002;PARTIC
3579919471002;PARTIC
3580195510001;Outros
3580195540001;Outros
3580195571001;Outros
3580978677001;CONSTR
357774;PARTIC
3578113171002;PARTIC
357816671008;PARTIC
357819;PARTIC
3578287871002;PARTIC
3578524071002;PARTIC
3578586971002;PARTIC
358159;PARTIC
358204;PARTIC
3582439410001;PARTIC
3582614671001;PARTIC
3582738571001;PARTIC
3582889010001;PARTIC
3582889071002;PARTIC
3583391910001;PARTIC
358017;PARTIC
358346;PARTIC
3583776270018;COMER
3583776270019;COMER
3581267671001;PARTIC
3581355271001;PARTIC
3581381871001;PARTIC
35815270008;PARTIC
3585237071001;PARTIC
3585312571001;PARTIC
358533;PARTIC
3585650371001;PARTIC
3585723471001;PARTIC
3586124271001;PARTIC
3586459671001;PARTIC
3586474171001;PARTIC
3586634870001;COMER
358720;NULL
3583776270020;COMER
3583790771001;PARTIC
3584164971001;PARTIC
3584213871001;PARTIC
3584240452007;ESTADO
3584240455001;ESTADO
358488;PARTIC
3584962571001;PARTIC
3589770271005;PARTIC
35898;PARTIC
3589928571001;PARTIC
357961;PARTIC
3586634810001;COMER
3590676571002;PARTIC
358675;PARTIC
3588571810001;COMER
358862;PARTIC
3589019171001;PARTIC
3590452910001;PARTIC
3590825171001;PARTIC
359105;PARTIC
359131271001;PARTIC
359143373002;PARTIC
3591909310001;PARTIC
358927471002;PARTIC
359247;PARTIC
3593758771001;PARTIC
3592499371003;PARTIC
359060;PARTIC
3590652371001;PARTIC
3592511971003;PARTIC
3592574871004;PARTIC
3592662471001;PARTIC
359389;PARTIC
35943;PARTIC
3592674570001;PARTIC
3592674571005;PARTIC
3593150871004;PARTIC
358907;PARTIC
3594334771001;PARTIC
359434;PARTIC
3594706910001;PARTIC
3594821110001;COMER
358966171001;PARTIC
3594821140001;COMER
359576;PARTIC
359578471001;PARTIC
3595970671002;PARTIC
3596060271003;PARTIC
3596306171002;PARTIC
3591986710001;PARTIC
3592151870008;PARTIC
3592151870009;PARTIC
3596169671002;PARTIC
359621;PARTIC
3596855471005;PARTIC
359692671001;PARTIC
3592237070005;PARTIC
3597866571003;PARTIC
3597382571002;PARTIC
3592151871003;PARTIC
35977871002;PARTIC
3597815771001;PARTIC
3592237071003;PARTIC
360008;PARTIC
3594857471002;PARTIC
3595097571003;PARTIC
3595207410001;PARTIC
3595683671001;PARTIC
3597881071003;PARTIC
3598017171002;PARTIC
3598070371001;PARTIC
359808;PARTIC
3599402871002;PARTIC
3599427010002;PARTIC
3598379171001;PARTIC
359950;PARTIC
3599592071002;PARTIC
3601063010001;PARTIC
359763;PARTIC
3597778971002;PARTIC
359853371002;PARTIC
3598889710001;PARTIC
3599378171002;PARTIC
3602147270007;PARTIC
3602147271004;PARTIC
359977271002;PARTIC
3602334570009;PARTIC
3602334571001;PARTIC
3602619171001;PARTIC
3602883871001;PARTIC
360292;PARTIC
3602983510001;PARTIC
3603369810001;PARTIC
360337;NULL
3603372210001;PARTIC
360387471001;PARTIC
360150;PARTIC
3603894972001;ESTADO
3603968071004;PARTIC
360524;PARTIC
3605593871001;PARTIC
3605781171001;PARTIC
3603832010001;PARTIC
3603894900000;ESTADO
3603894970003;ESTADO
3603894970004;ESTADO
3603894970005;ESTADO
3603894970006;ESTADO
3603894970009;ESTADO
3603894970010;ESTADO
3603894970011;ESTADO
3603894970012;ESTADO
3603894970013;ESTADO
360479;PARTIC
360853;PARTIC
3606016910001;PARTIC
3606354771002;PARTIC
360666;PARTIC
3609325171002;PARTIC
360611571003;PARTIC
360611571004;PARTIC
3606167471002;PARTIC
3606230871002;PARTIC
36096;PARTIC
360995;PARTIC
361136271004;PARTIC
360711;PARTIC
3607492110001;PARTIC
3612229471003;PARTIC
3612331515001;PARTIC
361150771007;PARTIC
3611568271002;PARTIC
361193;PARTIC
3606889571001;PARTIC
3614054671001;PARTIC
3607602010001;PARTIC
3613067710001;PARTIC
3613216371003;PARTIC
3613777771003;PARTIC
361380;NULL
3613841171001;PARTIC
3613977115001;PARTIC
3614081271002;PARTIC
36141;PARTIC
3610333571001;PARTIC
361425;PARTIC
3614154310001;PARTIC
3615513410001;PARTIC
3615576370001;PARTIC
3615576371004;PARTIC
361567;PARTIC
361051;NULL
3614414771001;PARTIC
3614602071001;PARTIC
361474010001;PARTIC
3617115002;PARTIC
361754;PARTIC
3617686171001;PARTIC
3612892915001;PARTIC
361238;PARTIC
3612941815001;PARTIC
3612579371001;PARTIC
3612703715001;PARTIC
361612;PARTIC
3610085270001;NULL
3610134171002;PARTIC
3617661940001;OUTROS
3610905171001;PARTIC
3617025071001;PARTIC
3617661970001;OUTROS
3614837771002;PARTIC
3622848871001;PARTIC
3620714810001;PARTIC
362094;PARTIC
361498271003;PARTIC
3620989271001;PARTIC
3621003810001;PARTIC
3621302910001;PARTIC
3621380371001;PARTIC
3618546710001;PARTIC
3618746110001;PARTIC
361896;PARTIC
362139;PARTIC
3619035110001;PARTIC
3621852271003;PARTIC
3622039171002;PARTIC
3622326171003;PARTIC
3622476671002;PARTIC
3622576310001;PARTIC
361941;PARTIC
3622663971002;PARTIC
3622724971002;PARTIC
362281;PARTIC
3619507090001;PARTIC
3620116671002;PARTIC
3620328170001;PARTIC
3622999370001;PARTIC
363040;PARTIC
36230570004;PARTIC
362326;PARTIC
3623325110001;PARTIC
3623675010001;COMER
3623675040001;COMER
3624362871001;PARTIC
3624448040001;COMER
362468;PARTIC
3624958610001;PARTIC
362513;PARTIC
3626261171001;PARTIC
3627184610001;PARTIC
362784270003;PARTIC
362984;PARTIC
3629953670001;PARTIC
362361271002;PARTIC
3630762670001;COMER
3630762670002;COMER
3630762670004;COMER
3630874470001;COMER
3633795910001;PARTIC
3631200271001;PARTIC
3631608771002;PARTIC
363182;PARTIC
3632086971003;PARTIC
363227;PARTIC
3625719510001;PARTIC
3632697210001;PARTIC
362655;PARTIC
3626905810001;PARTIC
3632796971002;PARTIC
362797;PARTIC
3628171571003;PARTIC
36283;PARTIC
362842;PARTIC
3633059371001;PARTIC
363369;NULL
3630013950001;PARTIC
36328;PARTIC
363414;PARTIC
3634870410001;PARTIC
3635006571001;PARTIC
3635120770001;PARTIC
3635120771001;PARTIC
3630874470002;COMER
363556;PARTIC
3635570371002;PARTIC
363571710001;PARTIC
3636343310001;PARTIC
363698;PARTIC
363743;PARTIC
3637665671001;PARTIC
363885;PARTIC
3637714510001;PARTIC
3637926010001;PARTIC
3638042271003;PARTIC
3638776470001;PARTIC
3638876171001;PARTIC
3639401371001;PARTIC
3639437671001;PARTIC
3640222471001;PARTIC
3631248671002;PARTIC
3635567910001;PARTIC
3640633371002;PARTIC
364083;PARTIC
3637104271002;PARTIC
3637303610001;PARTIC
3641506071002;PARTIC
3641595571002;PARTIC
3642283371003;PARTIC
3642570371001;PARTIC
364269271004;PARTIC
3638241610001;PARTIC
